,dice scores,precisions,recalls
0,0.8903377654439768,0.8320464334499944,0.9574119264741319
1,0.9139390040123807,0.8765345868565382,0.9546780418825359
2,0.9385871163255144,0.9079102591554303,0.9714095132430969
3,0.8927336407988197,0.8288522158365174,0.967284326612002
4,0.8332181492515393,0.749638352412892,0.9377738269106328
5,0.9333673604945436,0.9119059492176964,0.955863293640954
6,0.731598962634927,0.596759505201002,0.9451606117977788
7,0.9050197253044082,0.8423452207920407,0.9777705182652328
8,0.9250335802546625,0.8650251799777806,0.993988398033929
9,0.9202233757145687,0.8648191641845471,0.9832123906765107
10,0.6523181343126743,0.9289226713290579,0.5026457301730155
11,0.8406675699628486,0.8344514512254437,0.8469769958334104
12,0.9040120932243247,0.9300231969646265,0.8794163728386063
13,0.86664736463512,0.8794362816522374,0.8542250734402035
14,0.8564170100968013,0.954946034629436,0.7763183576758875
15,0.918711103597867,0.9364303139385425,0.9016500090076837
16,0.9411040119922772,0.9398761698169085,0.9423350664386824
17,0.11977749331653956,0.7911539354619939,0.06479348167412541
18,0.324250896743568,0.3885035983489544,0.27823498020167664
19,0.1602088744762654,0.12182678777473799,0.23390020337337875
